idx,AirQualityStation,no2,img_path,s5p_path,date_str,no2_norm,18.71056311
1532,06-065-5001,8.520967335,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.7753334603,
1533,06-065-5001,12.44139953,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,-0.4770250358,
1534,06-065-5001,20.47967566,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.1346130094,
1535,06-065-5001,22.65109807,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,0.2998380572,
1536,06-065-5001,19.92951619,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,0.09275099101,
1537,06-065-5001,19.2978218,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,0.04468492335,
1538,06-065-5001,9.067462204,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.7337502839,
1539,06-065-5001,5.565844528,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-1.000190819,
1540,06-065-5001,5.218573924,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-1.026614882,
1541,06-065-5001,5.98261966,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.9684781079,
1542,06-065-5001,8.294994644,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-0.7925278802,
1543,06-065-5001,9.300440901,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.7160227722,
1544,06-065-5001,12.58536904,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.4660702956,
1545,06-065-5001,15.02992235,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,-0.2800625266,
1546,06-065-5001,18.37129288,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,-0.02581530874,
1547,06-065-5001,21.21950366,06-065-5001/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-5001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,0.1909070387,
1548,06-067-0015,23.6953636,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,0.3792969506,
1549,06-067-0015,29.12144556,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,0.7921713172,
1550,06-067-0015,20.3487179,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,0.1246483421,
1551,06-067-0015,19.21354987,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,0.03827261339,
1552,06-067-0015,14.03837748,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-0.3555098683,
1553,06-067-0015,18.16678855,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-0.04137618621,
1554,06-067-0015,17.57627592,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-0.08630870495,
1555,06-067-0015,18.96705589,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,0.01951671455,
1556,06-067-0015,24.44478679,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,0.4363210852,
1557,06-067-0015,29.69484537,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,0.8358017095,
1558,06-067-0015,30.54128965,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,0.9002082457,
1559,06-067-0015,,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-1.423699817,
1560,06-067-0015,34.44169087,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,1.196992499,
1561,06-067-0015,17.76699002,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.07179713566,
1562,06-067-0015,21.38565388,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,0.2035495247,
1563,06-067-0015,18.96846485,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,0.01962392331,
1564,06-067-0015,12.45027979,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.4763493309,
1565,06-067-0015,13.68450308,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.3824364187,
1566,06-067-0015,15.76758632,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.2239331599,
1567,06-067-0015,18.29817694,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.03137875224,
1568,06-067-0015,21.46181329,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,0.2093445477,
1569,06-067-0015,34.43634413,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,1.196585662,
1570,06-067-0015,36.80785461,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,1.377035551,
1571,06-067-0015,20.2527421,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,0.1173454765,
1572,06-067-0015,21.26383624,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,0.194280336,
1573,06-067-0015,27.0183061,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,0.6321419667,
1574,06-067-0015,17.61683759,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.08322233937,
1575,06-067-0015,12.74678051,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-0.4537883839,
1576,06-067-0015,13.50365915,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.3961969597,
1577,06-067-0015,13.3237156,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.4098889899,
1578,06-067-0015,11.35030315,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-0.5600473221,
1579,06-067-0015,16.78746158,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.1463301392,
1580,06-067-0015,22.05341492,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,0.2543599288,
1581,06-067-0015,36.33856379,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,1.341326884,
1582,06-067-0015,27.70969067,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.684749902,
1583,06-067-0015,25.19113302,06-067-0015/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0015/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,0.4931110906,
1584,06-001-0009,27.59381219,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,0.6759326275,
1585,06-001-0009,25.72412695,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,0.5336669713,
1586,06-001-0009,20.48381424,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,0.1349279166,
1587,06-001-0009,14.5854103,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-0.3138857592,
1588,06-001-0009,8.555144132,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-0.7727329239,
1589,06-001-0009,10.39626859,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-0.632640478,
1590,06-001-0009,10.2695151,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-0.6422852394,
1591,06-001-0009,10.85258339,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-0.5979191656,
1592,06-001-0009,14.69612187,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-0.3054616385,
1593,06-001-0009,22.44831915,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,0.2844084673,
1594,06-001-0009,38.82624466,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,1.53061626,
1595,06-001-0009,21.58592591,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,0.2187883636,
1596,06-001-0009,24.34190099,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,0.4284924328,
1597,06-001-0009,16.16537263,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.1936653215,
1598,06-001-0009,16.82995784,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.143096569,
1599,06-001-0009,13.74711134,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.3776725123,
1600,06-001-0009,8.11746121,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.8060365231,
1601,06-001-0009,11.74367123,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.5301156698,
1602,06-001-0009,8.701306612,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.7616113187,
1603,06-001-0009,11.63826202,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.5381363304,
1604,06-001-0009,12.80984098,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.4489900691,
1605,06-001-0009,23.76202658,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,0.3843693834,
1606,06-001-0009,30.85052928,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.9237385054,
1607,06-001-0009,19.49240958,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,0.05949124371,
1608,06-001-0009,23.06744178,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,0.3315179408,
1609,06-001-0009,25.15041096,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,0.4900125212,
1610,06-001-0009,14.21279824,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.3422380708,
1611,06-001-0009,9.850445305,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-0.6741725528,
1612,06-001-0009,10.22609256,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.6455892909,
1613,06-001-0009,9.84621988,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.6744940684,
1614,06-001-0009,8.058159885,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-0.8105488024,
1615,06-001-0009,14.02897592,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.3562252398,
1616,06-001-0009,15.53795203,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.2414061936,
1617,06-001-0009,25.98868202,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,0.5537971514,
1618,06-001-0009,24.9641336,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.4758385463,
1619,06-001-0009,30.02804153,06-001-0009/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0009/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,0.861154838,
1620,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,-1.423699817,
1621,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-1.423699817,
1622,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-1.423699817,
1623,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-1.423699817,
1624,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-1.423699817,
1625,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-1.423699817,
1626,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-1.423699817,
1627,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-1.423699817,
1628,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-1.423699817,
1629,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-1.423699817,
1630,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,-1.423699817,
1631,06-039-0004,,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-1.423699817,
1632,06-039-0004,15.81641883,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,-0.2202174597,
1633,06-039-0004,10.62335447,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.6153613544,
1634,06-039-0004,7.680380192,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.8392943231,
1635,06-039-0004,8.700466727,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.7616752262,
1636,06-039-0004,6.899810985,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.8986883793,
1637,06-039-0004,8.907226808,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.7459427071,
1638,06-039-0004,8.119135709,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.8059091094,
1639,06-039-0004,8.914164881,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.7454147843,
1640,06-039-0004,10.30510557,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.6395771357,
1641,06-039-0004,15.85866207,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,-0.2170031424,
1642,06-039-0004,19.6632881,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.07249351001,
1643,06-039-0004,13.45174792,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,-0.4001469213,
1644,06-039-0004,13.26521572,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,-0.4143402871,
1645,06-039-0004,14.65354292,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,-0.3087015003,
1646,06-039-0004,8.170006058,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.802038349,
1647,06-039-0004,6.720804041,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-0.9123091427,
1648,06-039-0004,7.608784577,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.8447420835,
1649,06-039-0004,7.263987867,06-039-0004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-039-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.870977906,
